Macrotrends Data Download

S&amp;P 500 - 10 Year Daily Chart

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2014-11-10,2038.2600
2014-11-11,2039.6800
2014-11-12,2038.2500
2014-11-13,2039.3300
2014-11-14,2039.8200
2014-11-17,2041.3200
2014-11-18,2051.8000
2014-11-19,2048.7200
2014-11-20,2052.7500
2014-11-21,2063.5000
2014-11-24,2069.4100
2014-11-25,2067.0300
2014-11-26,2072.8300
2014-11-28,2067.5600
2014-12-01,2053.4400
2014-12-02,2066.5500
2014-12-03,2074.3300
2014-12-04,2071.9200
2014-12-05,2075.3700
2014-12-08,2060.3100
2014-12-09,2059.8200
2014-12-10,2026.1400
2014-12-11,2035.3300
2014-12-12,2002.3300
2014-12-15,1989.6300
2014-12-16,1972.7400
2014-12-17,2012.8900
2014-12-18,2061.2300
2014-12-19,2070.6500
2014-12-22,2078.5400
2014-12-23,2082.1700
2014-12-24,2081.8800
2014-12-26,2088.7700
2014-12-29,2090.5700
2014-12-30,2080.3500
2014-12-31,2058.9000
2015-01-02,2058.2000
2015-01-05,2020.5800
2015-01-06,2002.6100
2015-01-07,2025.9000
2015-01-08,2062.1400
2015-01-09,2044.8100
2015-01-12,2028.2600
2015-01-13,2023.0300
2015-01-14,2011.2700
2015-01-15,1992.6700
2015-01-16,2019.4200
2015-01-20,2022.5500
2015-01-21,2032.1200
2015-01-22,2063.1500
2015-01-23,2051.8200
2015-01-26,2057.0900
2015-01-27,2029.5500
2015-01-28,2002.1600
2015-01-29,2021.2500
2015-01-30,1994.9900
2015-02-02,2020.8500
2015-02-03,2050.0300
2015-02-04,2041.5100
2015-02-05,2062.5200
2015-02-06,2055.4700
2015-02-09,2046.7400
2015-02-10,2068.5900
2015-02-11,2068.5300
2015-02-12,2088.4800
2015-02-13,2096.9900
2015-02-17,2100.3400
2015-02-18,2099.6800
2015-02-19,2097.4500
2015-02-20,2110.3000
2015-02-23,2109.6600
2015-02-24,2115.4800
2015-02-25,2113.8600
2015-02-26,2110.7400
2015-02-27,2104.5000
2015-03-02,2117.3900
2015-03-03,2107.7800
2015-03-04,2098.5300
2015-03-05,2101.0400
2015-03-06,2071.2600
2015-03-09,2079.4300
2015-03-10,2044.1600
2015-03-11,2040.2400
2015-03-12,2065.9500
2015-03-13,2053.4000
2015-03-16,2081.1900
2015-03-17,2074.2800
2015-03-18,2099.5000
2015-03-19,2089.2700
2015-03-20,2108.1000
2015-03-23,2104.4200
2015-03-24,2091.5000
2015-03-25,2061.0500
2015-03-26,2056.1500
2015-03-27,2061.0200
2015-03-30,2086.2400
2015-03-31,2067.8900
2015-04-01,2059.6900
2015-04-02,2066.9600
2015-04-06,2080.6200
2015-04-07,2076.3300
2015-04-08,2081.9000
2015-04-09,2091.1800
2015-04-10,2102.0600
2015-04-13,2092.4300
2015-04-14,2095.8400
2015-04-15,2106.6300
2015-04-16,2104.9900
2015-04-17,2081.1800
2015-04-20,2100.4000
2015-04-21,2097.2900
2015-04-22,2107.9600
2015-04-23,2112.9300
2015-04-24,2117.6900
2015-04-27,2108.9200
2015-04-28,2114.7600
2015-04-29,2106.8500
2015-04-30,2085.5100
2015-05-01,2108.2900
2015-05-04,2114.4900
2015-05-05,2089.4600
2015-05-06,2080.1500
2015-05-07,2088.0000
2015-05-08,2116.1000
2015-05-11,2105.3300
2015-05-12,2099.1200
2015-05-13,2098.4800
2015-05-14,2121.1000
2015-05-15,2122.7300
2015-05-18,2129.2000
2015-05-19,2127.8300
2015-05-20,2125.8500
2015-05-21,2130.8200
2015-05-22,2126.0600
2015-05-26,2104.2000
2015-05-27,2123.4800
2015-05-28,2120.7900
2015-05-29,2107.3900
2015-06-01,2111.7300
2015-06-02,2109.6000
2015-06-03,2114.0700
2015-06-04,2095.8400
2015-06-05,2092.8300
2015-06-08,2079.2800
2015-06-09,2080.1500
2015-06-10,2105.2000
2015-06-11,2108.8600
2015-06-12,2094.1100
2015-06-15,2084.4300
2015-06-16,2096.2900
2015-06-17,2100.4400
2015-06-18,2121.2400
2015-06-19,2109.9900
2015-06-22,2122.8500
2015-06-23,2124.2000
2015-06-24,2108.5800
2015-06-25,2102.3100
2015-06-26,2101.4900
2015-06-29,2057.6400
2015-06-30,2063.1100
2015-07-01,2077.4200
2015-07-02,2076.7800
2015-07-06,2068.7600
2015-07-07,2081.3400
2015-07-08,2046.6800
2015-07-09,2051.3100
2015-07-10,2076.6200
2015-07-13,2099.6000
2015-07-14,2108.9500
2015-07-15,2107.4000
2015-07-16,2124.2900
2015-07-17,2126.6400
2015-07-20,2128.2800
2015-07-21,2119.2100
2015-07-22,2114.1500
2015-07-23,2102.1500
2015-07-24,2079.6500
2015-07-27,2067.6400
2015-07-28,2093.2500
2015-07-29,2108.5700
2015-07-30,2108.6300
2015-07-31,2103.8400
2015-08-03,2098.0400
2015-08-04,2093.3200
2015-08-05,2099.8400
2015-08-06,2083.5600
2015-08-07,2077.5700
2015-08-10,2104.1800
2015-08-11,2084.0700
2015-08-12,2086.0500
2015-08-13,2083.3900
2015-08-14,2091.5400
2015-08-17,2102.4400
2015-08-18,2096.9200
2015-08-19,2079.6100
2015-08-20,2035.7300
2015-08-21,1970.8900
2015-08-24,1893.2100
2015-08-25,1867.6100
2015-08-26,1940.5100
2015-08-27,1987.6600
2015-08-28,1988.8700
2015-08-31,1972.1800
2015-09-01,1913.8500
2015-09-02,1948.8600
2015-09-03,1951.1300
2015-09-04,1921.2200
2015-09-08,1969.4100
2015-09-09,1942.0400
2015-09-10,1952.2900
2015-09-11,1961.0500
2015-09-14,1953.0300
2015-09-15,1978.0900
2015-09-16,1995.3100
2015-09-17,1990.2000
2015-09-18,1958.0300
2015-09-21,1966.9700
2015-09-22,1942.7400
2015-09-23,1938.7600
2015-09-24,1932.2400
2015-09-25,1931.3400
2015-09-28,1881.7700
2015-09-29,1884.0900
2015-09-30,1920.0300
2015-10-01,1923.8200
2015-10-02,1951.3600
2015-10-05,1987.0500
2015-10-06,1979.9200
2015-10-07,1995.8300
2015-10-08,2013.4300
2015-10-09,2014.8900
2015-10-12,2017.4600
2015-10-13,2003.6900
2015-10-14,1994.2400
2015-10-15,2023.8600
2015-10-16,2033.1100
2015-10-19,2033.6600
2015-10-20,2030.7700
2015-10-21,2018.9400
2015-10-22,2052.5100
2015-10-23,2075.1500
2015-10-26,2071.1800
2015-10-27,2065.8900
2015-10-28,2090.3500
2015-10-29,2089.4100
2015-10-30,2079.3600
2015-11-02,2104.0500
2015-11-03,2109.7900
2015-11-04,2102.3100
2015-11-05,2099.9300
2015-11-06,2099.2000
2015-11-09,2078.5800
2015-11-10,2081.7200
2015-11-11,2075.0000
2015-11-12,2045.9700
2015-11-13,2023.0400
2015-11-16,2053.1900
2015-11-17,2050.4400
2015-11-18,2083.5800
2015-11-19,2081.2400
2015-11-20,2089.1700
2015-11-23,2086.5900
2015-11-24,2089.1400
2015-11-25,2088.8700
2015-11-27,2090.1100
2015-11-30,2080.4100
2015-12-01,2102.6300
2015-12-02,2079.5100
2015-12-03,2049.6200
2015-12-04,2091.6900
2015-12-07,2077.0700
2015-12-08,2063.5900
2015-12-09,2047.6200
2015-12-10,2052.2300
2015-12-11,2012.3700
2015-12-14,2021.9400
2015-12-15,2043.4100
2015-12-16,2073.0700
2015-12-17,2041.8900
2015-12-18,2005.5500
2015-12-21,2021.1500
2015-12-22,2038.9700
2015-12-23,2064.2900
2015-12-24,2060.9900
2015-12-28,2056.5000
2015-12-29,2078.3600
2015-12-30,2063.3600
2015-12-31,2043.9400
2016-01-04,2012.6600
2016-01-05,2016.7100
2016-01-06,1990.2600
2016-01-07,1943.0900
2016-01-08,1922.0300
2016-01-11,1923.6700
2016-01-12,1938.6800
2016-01-13,1890.2800
2016-01-14,1921.8400
2016-01-15,1880.3300
2016-01-19,1881.3300
2016-01-20,1859.3300
2016-01-21,1868.9900
2016-01-22,1906.9000
2016-01-25,1877.0800
2016-01-26,1903.6300
2016-01-27,1882.9500
2016-01-28,1893.3600
2016-01-29,1940.2400
2016-02-01,1939.3800
2016-02-02,1903.0300
2016-02-03,1912.5300
2016-02-04,1915.4500
2016-02-05,1880.0500
2016-02-08,1853.4400
2016-02-09,1852.2100
2016-02-10,1851.8600
2016-02-11,1829.0800
2016-02-12,1864.7800
2016-02-16,1895.5800
2016-02-17,1926.8200
2016-02-18,1917.8300
2016-02-19,1917.7800
2016-02-22,1945.5000
2016-02-23,1921.2700
2016-02-24,1929.8000
2016-02-25,1951.7000
2016-02-26,1948.0500
2016-02-29,1932.2300
2016-03-01,1978.3500
2016-03-02,1986.4500
2016-03-03,1993.4000
2016-03-04,1999.9900
2016-03-07,2001.7600
2016-03-08,1979.2600
2016-03-09,1989.2600
2016-03-10,1989.5700
2016-03-11,2022.1900
2016-03-14,2019.6400
2016-03-15,2015.9300
2016-03-16,2027.2200
2016-03-17,2040.5900
2016-03-18,2049.5800
2016-03-21,2051.6000
2016-03-22,2049.8000
2016-03-23,2036.7100
2016-03-24,2035.9400
2016-03-28,2037.0500
2016-03-29,2055.0100
2016-03-30,2063.9500
2016-03-31,2059.7400
2016-04-01,2072.7800
2016-04-04,2066.1300
2016-04-05,2045.1700
2016-04-06,2066.6600
2016-04-07,2041.9100
2016-04-08,2047.6000
2016-04-11,2041.9900
2016-04-12,2061.7200
2016-04-13,2082.4200
2016-04-14,2082.7800
2016-04-15,2080.7300
2016-04-18,2094.3400
2016-04-19,2100.8000
2016-04-20,2102.4000
2016-04-21,2091.4800
2016-04-22,2091.5800
2016-04-25,2087.7900
2016-04-26,2091.7000
2016-04-27,2095.1500
2016-04-28,2075.8100
2016-04-29,2065.3000
2016-05-02,2081.4300
2016-05-03,2063.3700
2016-05-04,2051.1200
2016-05-05,2050.6300
2016-05-06,2057.1400
2016-05-09,2058.6900
2016-05-10,2084.3900
2016-05-11,2064.4600
2016-05-12,2064.1100
2016-05-13,2046.6100
2016-05-16,2066.6600
2016-05-17,2047.2100
2016-05-18,2047.6300
2016-05-19,2040.0400
2016-05-20,2052.3200
2016-05-23,2048.0400
2016-05-24,2076.0600
2016-05-25,2090.5400
2016-05-26,2090.1000
2016-05-27,2099.0600
2016-05-31,2096.9600
2016-06-01,2099.3300
2016-06-02,2105.2600
2016-06-03,2099.1300
2016-06-06,2109.4100
2016-06-07,2112.1300
2016-06-08,2119.1200
2016-06-09,2115.4800
2016-06-10,2096.0700
2016-06-13,2079.0600
2016-06-14,2075.3200
2016-06-15,2071.5000
2016-06-16,2077.9900
2016-06-17,2071.2200
2016-06-20,2083.2500
2016-06-21,2088.9000
2016-06-22,2085.4500
2016-06-23,2113.3200
2016-06-24,2037.4100
2016-06-27,2000.5400
2016-06-28,2036.0900
2016-06-29,2070.7700
2016-06-30,2098.8600
2016-07-01,2102.9500
2016-07-05,2088.5500
2016-07-06,2099.7300
2016-07-07,2097.9000
2016-07-08,2129.9000
2016-07-11,2137.1600
2016-07-12,2152.1400
2016-07-13,2152.4300
2016-07-14,2163.7500
2016-07-15,2161.7400
2016-07-18,2166.8900
2016-07-19,2163.7800
2016-07-20,2173.0200
2016-07-21,2165.1700
2016-07-22,2175.0300
2016-07-25,2168.4800
2016-07-26,2169.1800
2016-07-27,2166.5800
2016-07-28,2170.0600
2016-07-29,2173.6000
2016-08-01,2170.8400
2016-08-02,2157.0300
2016-08-03,2163.7900
2016-08-04,2164.2500
2016-08-05,2182.8700
2016-08-08,2180.8900
2016-08-09,2181.7400
2016-08-10,2175.4900
2016-08-11,2185.7900
2016-08-12,2184.0500
2016-08-15,2190.1500
2016-08-16,2178.1500
2016-08-17,2182.2200
2016-08-18,2187.0200
2016-08-19,2183.8700
2016-08-22,2182.6400
2016-08-23,2186.9000
2016-08-24,2175.4400
2016-08-25,2172.4700
2016-08-26,2169.0400
2016-08-29,2180.3800
2016-08-30,2176.1200
2016-08-31,2170.9500
2016-09-01,2170.8600
2016-09-02,2179.9800
2016-09-06,2186.4800
2016-09-07,2186.1600
2016-09-08,2181.3000
2016-09-09,2127.8100
2016-09-12,2159.0400
2016-09-13,2127.0200
2016-09-14,2125.7700
2016-09-15,2147.2600
2016-09-16,2139.1600
2016-09-19,2139.1200
2016-09-20,2139.7600
2016-09-21,2163.1200
2016-09-22,2177.1800
2016-09-23,2164.6900
2016-09-26,2146.1000
2016-09-27,2159.9300
2016-09-28,2171.3700
2016-09-29,2151.1300
2016-09-30,2168.2700
2016-10-03,2161.2000
2016-10-04,2150.4900
2016-10-05,2159.7300
2016-10-06,2160.7700
2016-10-07,2153.7400
2016-10-10,2163.6600
2016-10-11,2136.7300
2016-10-12,2139.1800
2016-10-13,2132.5500
2016-10-14,2132.9800
2016-10-17,2126.5000
2016-10-18,2139.6000
2016-10-19,2144.2900
2016-10-20,2141.3400
2016-10-21,2141.1600
2016-10-24,2151.3300
2016-10-25,2143.1600
2016-10-26,2139.4300
2016-10-27,2133.0400
2016-10-28,2126.4100
2016-10-31,2126.1500
2016-11-01,2111.7200
2016-11-02,2097.9400
2016-11-03,2088.6600
2016-11-04,2085.1800
2016-11-07,2131.5200
2016-11-08,2139.5600
2016-11-09,2163.2600
2016-11-10,2167.4800
2016-11-11,2164.4500
2016-11-14,2164.2000
2016-11-15,2180.3900
2016-11-16,2176.9400
2016-11-17,2187.1200
2016-11-18,2181.9000
2016-11-21,2198.1800
2016-11-22,2202.9400
2016-11-23,2204.7200
2016-11-25,2213.3500
2016-11-28,2201.7200
2016-11-29,2204.6600
2016-11-30,2198.8100
2016-12-01,2191.0800
2016-12-02,2191.9500
2016-12-05,2204.7100
2016-12-06,2212.2300
2016-12-07,2241.3500
2016-12-08,2246.1900
2016-12-09,2259.5300
2016-12-12,2256.9600
2016-12-13,2271.7200
2016-12-14,2253.2800
2016-12-15,2262.0300
2016-12-16,2258.0700
2016-12-19,2262.5300
2016-12-20,2270.7600
2016-12-21,2265.1800
2016-12-22,2260.9600
2016-12-23,2263.7900
2016-12-27,2268.8800
2016-12-28,2249.9200
2016-12-29,2249.2600
2016-12-30,2238.8300
2017-01-03,2257.8300
2017-01-04,2270.7500
2017-01-05,2269.0000
2017-01-06,2276.9800
2017-01-09,2268.9000
2017-01-10,2268.9000
2017-01-11,2275.3200
2017-01-12,2270.4400
2017-01-13,2274.6400
2017-01-17,2267.8900
2017-01-18,2271.8900
2017-01-19,2263.6900
2017-01-20,2271.3100
2017-01-23,2265.2000
2017-01-24,2280.0700
2017-01-25,2298.3700
2017-01-26,2296.6800
2017-01-27,2294.6900
2017-01-30,2280.9000
2017-01-31,2278.8700
2017-02-01,2279.5500
2017-02-02,2280.8500
2017-02-03,2297.4200
2017-02-06,2292.5600
2017-02-07,2293.0800
2017-02-08,2294.6700
2017-02-09,2307.8700
2017-02-10,2316.1000
2017-02-13,2328.2500
2017-02-14,2337.5800
2017-02-15,2349.2500
2017-02-16,2347.2200
2017-02-17,2351.1600
2017-02-21,2365.3800
2017-02-22,2362.8200
2017-02-23,2363.8100
2017-02-24,2367.3400
2017-02-27,2369.7500
2017-02-28,2363.6400
2017-03-01,2395.9600
2017-03-02,2381.9200
2017-03-03,2383.1200
2017-03-06,2375.3100
2017-03-07,2368.3900
2017-03-08,2362.9800
2017-03-09,2364.8700
2017-03-10,2372.6000
2017-03-13,2373.4700
2017-03-14,2365.4500
2017-03-15,2385.2600
2017-03-16,2381.3800
2017-03-17,2378.2500
2017-03-20,2373.4700
2017-03-21,2344.0200
2017-03-22,2348.4500
2017-03-23,2345.9600
2017-03-24,2343.9800
2017-03-27,2341.5900
2017-03-28,2358.5700
2017-03-29,2361.1300
2017-03-30,2368.0600
2017-03-31,2362.7200
2017-04-03,2358.8400
2017-04-04,2360.1600
2017-04-05,2352.9500
2017-04-06,2357.4900
2017-04-07,2355.5400
2017-04-10,2357.1600
2017-04-11,2353.7800
2017-04-12,2344.9300
2017-04-13,2328.9500
2017-04-17,2349.0100
2017-04-18,2342.1900
2017-04-19,2338.1700
2017-04-20,2355.8400
2017-04-21,2348.6900
2017-04-24,2374.1500
2017-04-25,2388.6100
2017-04-26,2387.4500
2017-04-27,2388.7700
2017-04-28,2384.2000
2017-05-01,2388.3300
2017-05-02,2391.1700
2017-05-03,2388.1300
2017-05-04,2389.5200
2017-05-05,2399.2900
2017-05-08,2399.3800
2017-05-09,2396.9200
2017-05-10,2399.6300
2017-05-11,2394.4400
2017-05-12,2390.9000
2017-05-15,2402.3200
2017-05-16,2400.6700
2017-05-17,2357.0300
2017-05-18,2365.7200
2017-05-19,2381.7300
2017-05-22,2394.0200
2017-05-23,2398.4200
2017-05-24,2404.3900
2017-05-25,2415.0700
2017-05-26,2415.8200
2017-05-30,2412.9100
2017-05-31,2411.8000
2017-06-01,2430.0600
2017-06-02,2439.0700
2017-06-05,2436.1000
2017-06-06,2429.3300
2017-06-07,2433.1400
2017-06-08,2433.7900
2017-06-09,2431.7700
2017-06-12,2429.3900
2017-06-13,2440.3500
2017-06-14,2437.9200
2017-06-15,2432.4600
2017-06-16,2433.1500
2017-06-19,2453.4600
2017-06-20,2437.0300
2017-06-21,2435.6100
2017-06-22,2434.5000
2017-06-23,2438.3000
2017-06-26,2439.0700
2017-06-27,2419.3800
2017-06-28,2440.6900
2017-06-29,2419.7000
2017-06-30,2423.4100
2017-07-03,2429.0100
2017-07-05,2432.5400
2017-07-06,2409.7500
2017-07-07,2425.1800
2017-07-10,2427.4300
2017-07-11,2425.5300
2017-07-12,2443.2500
2017-07-13,2447.8300
2017-07-14,2459.2700
2017-07-17,2459.1400
2017-07-18,2460.6100
2017-07-19,2473.8300
2017-07-20,2473.4500
2017-07-21,2472.5400
2017-07-24,2469.9100
2017-07-25,2477.1300
2017-07-26,2477.8300
2017-07-27,2475.4200
2017-07-28,2472.1000
2017-07-31,2470.3000
2017-08-01,2476.3500
2017-08-02,2477.5700
2017-08-03,2472.1600
2017-08-04,2476.8300
2017-08-07,2480.9100
2017-08-08,2474.9200
2017-08-09,2474.0200
2017-08-10,2438.2100
2017-08-11,2441.3200
2017-08-14,2465.8400
2017-08-15,2464.6100
2017-08-16,2468.1100
2017-08-17,2430.0100
2017-08-18,2425.5500
2017-08-21,2428.3700
2017-08-22,2452.5100
2017-08-23,2444.0400
2017-08-24,2438.9700
2017-08-25,2443.0500
2017-08-28,2444.2400
2017-08-29,2446.3000
2017-08-30,2457.5900
2017-08-31,2471.6500
2017-09-01,2476.5500
2017-09-05,2457.8500
2017-09-06,2465.5400
2017-09-07,2465.1000
2017-09-08,2461.4300
2017-09-11,2488.1100
2017-09-12,2496.4800
2017-09-13,2498.3700
2017-09-14,2495.6200
2017-09-15,2500.2300
2017-09-18,2503.8700
2017-09-19,2506.6500
2017-09-20,2508.2400
2017-09-21,2500.6000
2017-09-22,2502.2200
2017-09-25,2496.6600
2017-09-26,2496.8400
2017-09-27,2507.0400
2017-09-28,2510.0600
2017-09-29,2519.3600
2017-10-02,2529.1200
2017-10-03,2534.5800
2017-10-04,2537.7400
2017-10-05,2552.0700
2017-10-06,2549.3300
2017-10-09,2544.7300
2017-10-10,2550.6400
2017-10-11,2555.2400
2017-10-12,2550.9300
2017-10-13,2553.1700
2017-10-16,2557.6400
2017-10-17,2559.3600
2017-10-18,2561.2600
2017-10-19,2562.1000
2017-10-20,2575.2100
2017-10-23,2564.9800
2017-10-24,2569.1300
2017-10-25,2557.1500
2017-10-26,2560.4000
2017-10-27,2581.0700
2017-10-30,2572.8300
2017-10-31,2575.2600
2017-11-01,2579.3600
2017-11-02,2579.8500
2017-11-03,2587.8400
2017-11-06,2591.1300
2017-11-07,2590.6400
2017-11-08,2594.3800
2017-11-09,2584.6200
2017-11-10,2582.3000
2017-11-13,2584.8400
2017-11-14,2578.8700
2017-11-15,2564.6200
2017-11-16,2585.6400
2017-11-17,2578.8500
2017-11-20,2582.1400
2017-11-21,2599.0300
2017-11-22,2597.0800
2017-11-24,2602.4200
2017-11-27,2601.4200
2017-11-28,2627.0400
2017-11-29,2626.0700
2017-11-30,2647.5800
2017-12-01,2642.2200
2017-12-04,2639.4400
2017-12-05,2629.5700
2017-12-06,2629.2700
2017-12-07,2636.9800
2017-12-08,2651.5000
2017-12-11,2659.9900
2017-12-12,2664.1100
2017-12-13,2662.8500
2017-12-14,2652.0100
2017-12-15,2675.8100
2017-12-18,2690.1600
2017-12-19,2681.4700
2017-12-20,2679.2500
2017-12-21,2684.5700
2017-12-22,2683.3400
2017-12-26,2680.5000
2017-12-27,2682.6200
2017-12-28,2687.5400
2017-12-29,2673.6100
2018-01-02,2695.8100
2018-01-03,2713.0600
2018-01-04,2723.9900
2018-01-05,2743.1500
2018-01-08,2747.7100
2018-01-09,2751.2900
2018-01-10,2748.2300
2018-01-11,2767.5600
2018-01-12,2786.2400
2018-01-16,2776.4200
2018-01-17,2802.5600
2018-01-18,2798.0300
2018-01-19,2810.3000
2018-01-22,2832.9700
2018-01-23,2839.1300
2018-01-24,2837.5400
2018-01-25,2839.2500
2018-01-26,2872.8700
2018-01-29,2853.5300
2018-01-30,2822.4300
2018-01-31,2823.8100
2018-02-01,2821.9800
2018-02-02,2762.1300
2018-02-05,2648.9400
2018-02-06,2695.1400
2018-02-07,2681.6600
2018-02-08,2581.0000
2018-02-09,2619.5500
2018-02-12,2656.0000
2018-02-13,2662.9400
2018-02-14,2698.6300
2018-02-15,2731.2000
2018-02-16,2732.2200
2018-02-20,2716.2600
2018-02-21,2701.3300
2018-02-22,2703.9600
2018-02-23,2747.3000
2018-02-26,2779.6000
2018-02-27,2744.2800
2018-02-28,2713.8300
2018-03-01,2677.6700
2018-03-02,2691.2500
2018-03-05,2720.9400
2018-03-06,2728.1200
2018-03-07,2726.8000
2018-03-08,2738.9700
2018-03-09,2786.5700
2018-03-12,2783.0200
2018-03-13,2765.3100
2018-03-14,2749.4800
2018-03-15,2747.3300
2018-03-16,2752.0100
2018-03-19,2712.9200
2018-03-20,2716.9400
2018-03-21,2711.9300
2018-03-22,2643.6900
2018-03-23,2588.2600
2018-03-26,2658.5500
2018-03-27,2612.6200
2018-03-28,2605.0000
2018-03-29,2640.8700
2018-04-02,2581.8800
2018-04-03,2614.4500
2018-04-04,2644.6900
2018-04-05,2662.8400
2018-04-06,2604.4700
2018-04-09,2613.1600
2018-04-10,2656.8700
2018-04-11,2642.1900
2018-04-12,2663.9900
2018-04-13,2656.3000
2018-04-16,2677.8400
2018-04-17,2706.3900
2018-04-18,2708.6400
2018-04-19,2693.1300
2018-04-20,2670.1400
2018-04-23,2670.2900
2018-04-24,2634.5600
2018-04-25,2639.4000
2018-04-26,2666.9400
2018-04-27,2669.9100
2018-04-30,2648.0500
2018-05-01,2654.8000
2018-05-02,2635.6700
2018-05-03,2629.7300
2018-05-04,2663.4200
2018-05-07,2672.6300
2018-05-08,2671.9200
2018-05-09,2697.7900
2018-05-10,2723.0700
2018-05-11,2727.7200
2018-05-14,2730.1300
2018-05-15,2711.4500
2018-05-16,2722.4600
2018-05-17,2720.1300
2018-05-18,2712.9700
2018-05-21,2733.0100
2018-05-22,2724.4400
2018-05-23,2733.2900
2018-05-24,2727.7600
2018-05-25,2721.3300
2018-05-29,2689.8600
2018-05-30,2724.0100
2018-05-31,2705.2700
2018-06-01,2734.6200
2018-06-04,2746.8700
2018-06-05,2748.8000
2018-06-06,2772.3500
2018-06-07,2770.3700
2018-06-08,2779.0300
2018-06-11,2782.0000
2018-06-12,2786.8500
2018-06-13,2775.6300
2018-06-14,2782.4900
2018-06-15,2779.6600
2018-06-18,2773.7500
2018-06-19,2762.5900
2018-06-20,2767.3200
2018-06-21,2749.7600
2018-06-22,2754.8800
2018-06-25,2717.0700
2018-06-26,2723.0600
2018-06-27,2699.6300
2018-06-28,2716.3100
2018-06-29,2718.3700
2018-07-02,2726.7100
2018-07-03,2713.2200
2018-07-05,2736.6100
2018-07-06,2759.8200
2018-07-09,2784.1700
2018-07-10,2793.8400
2018-07-11,2774.0200
2018-07-12,2798.2900
2018-07-13,2801.3100
2018-07-16,2798.4300
2018-07-17,2809.5500
2018-07-18,2815.6200
2018-07-19,2804.4900
2018-07-20,2801.8300
2018-07-23,2806.9800
2018-07-24,2820.4000
2018-07-25,2846.0700
2018-07-26,2837.4400
2018-07-27,2818.8200
2018-07-30,2802.6000
2018-07-31,2816.2900
2018-08-01,2813.3600
2018-08-02,2827.2200
2018-08-03,2840.3500
2018-08-06,2850.4000
2018-08-07,2858.4500
2018-08-08,2857.7000
2018-08-09,2853.5800
2018-08-10,2833.2800
2018-08-13,2821.9300
2018-08-14,2839.9600
2018-08-15,2818.3700
2018-08-16,2840.6900
2018-08-17,2850.1300
2018-08-20,2857.0500
2018-08-21,2862.9600
2018-08-22,2861.8200
2018-08-23,2856.9800
2018-08-24,2874.6900
2018-08-27,2896.7400
2018-08-28,2897.5200
2018-08-29,2914.0400
2018-08-30,2901.1300
2018-08-31,2901.5200
2018-09-04,2896.7200
2018-09-05,2888.6000
2018-09-06,2878.0500
2018-09-07,2871.6800
2018-09-10,2877.1300
2018-09-11,2887.8900
2018-09-12,2888.9200
2018-09-13,2904.1800
2018-09-14,2904.9800
2018-09-17,2888.8000
2018-09-18,2904.3100
2018-09-19,2907.9500
2018-09-20,2930.7500
2018-09-21,2929.6700
2018-09-24,2919.3700
2018-09-25,2915.5600
2018-09-26,2905.9700
2018-09-27,2914.0000
2018-09-28,2913.9800
2018-10-01,2924.5900
2018-10-02,2923.4300
2018-10-03,2925.5100
2018-10-04,2901.6100
2018-10-05,2885.5700
2018-10-08,2884.4300
2018-10-09,2880.3400
2018-10-10,2785.6800
2018-10-11,2728.3700
2018-10-12,2767.1300
2018-10-15,2750.7900
2018-10-16,2809.9200
2018-10-17,2809.2100
2018-10-18,2768.7800
2018-10-19,2767.7800
2018-10-22,2755.8800
2018-10-23,2740.6900
2018-10-24,2656.1000
2018-10-25,2705.5700
2018-10-26,2658.6900
2018-10-29,2641.2500
2018-10-30,2682.6300
2018-10-31,2711.7400
2018-11-01,2740.3700
2018-11-02,2723.0600
2018-11-05,2738.3100
2018-11-06,2755.4500
2018-11-07,2813.8900
2018-11-08,2806.8300
2018-11-09,2781.0100
2018-11-12,2726.2200
2018-11-13,2722.1800
2018-11-14,2701.5800
2018-11-15,2730.2000
2018-11-16,2736.2700
2018-11-19,2690.7300
2018-11-20,2641.8900
2018-11-21,2649.9300
2018-11-23,2632.5600
2018-11-26,2673.4500
2018-11-27,2682.1700
2018-11-28,2743.7900
2018-11-29,2737.7600
2018-11-30,2760.1700
2018-12-03,2790.3700
2018-12-04,2700.0600
2018-12-06,2695.9500
2018-12-07,2633.0800
2018-12-10,2637.7200
2018-12-11,2636.7800
2018-12-12,2651.0700
2018-12-13,2650.5400
2018-12-14,2599.9500
2018-12-17,2545.9400
2018-12-18,2546.1600
2018-12-19,2506.9600
2018-12-20,2467.4200
2018-12-21,2416.6200
2018-12-24,2351.1000
2018-12-26,2467.7000
2018-12-27,2488.8300
2018-12-28,2485.7400
2018-12-31,2506.8500
2019-01-02,2510.0300
2019-01-03,2447.8900
2019-01-04,2531.9400
2019-01-07,2549.6900
2019-01-08,2574.4100
2019-01-09,2584.9600
2019-01-10,2596.6400
2019-01-11,2596.2600
2019-01-14,2582.6100
2019-01-15,2610.3000
2019-01-16,2616.1000
2019-01-17,2635.9600
